date_heure,code_segment,nom_segment,type_route,condition_meteo,pluie_mm,temperature_c,volume_vehicules,vitesse_moyenne_kmh,vitesse_libre_kmh,indice_congestion,niveau_service,densite_vehicules_km,temps_parcours_min,temps_reference_min,delai_supplementaire_min,longueur_bouchon_km,flag_incident,lat_centre,lon_centre
2024-03-15 17:35:00,OSM_732149443_732137258_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Nuageux,0.0,30.0,23,16.2,30.0,1.8515,C,60.608,1.41,0.76,0.65,0.0,False,4.047682565131345,9.697795325425869
2024-03-15 20:40:00,OSM_4510467495_732152277_0,Rue de New Bell,Avenue principale,Ensoleille,0.0,26.8,35,34.58,50.0,1.446,C,96.534,0.63,0.44,0.19,0.0,False,4.035541799867914,9.70452263787373
2024-03-15 21:15:00,OSM_1836919930_732124701_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,25.8,10,23.26,30.0,1.2898,B,31.887,0.81,0.63,0.18,0.0,False,4.044419662883315,9.68926578194277
2024-03-15 22:35:00,OSM_4443408474_732128797_0,Rue 4.515 bonaberi,Rue secondaire,Nuageux,0.0,25.8,6,30.0,30.0,1.0,A,18.377,0.65,0.65,0.0,0.0,False,4.096836177277344,9.656973715929103
2024-03-15 22:45:00,OSM_1836919930_732124701_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,25.8,4,30.0,30.0,1.0,A,12.755,0.63,0.63,0.0,0.0,False,4.044419662883315,9.68926578194277
2024-03-15 22:50:00,OSM_732137258_732149443_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Nuageux,0.0,25.8,6,30.0,30.0,1.0,A,15.811,0.76,0.76,0.0,0.0,False,4.047682565131344,9.697795325425869
2024-03-15 23:10:00,OSM_732144409_5815641857_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,25.9,2,30.0,30.0,1.0,A,4.513,0.89,0.89,0.0,0.0,False,4.046215965881986,9.738026671684011
2024-03-16 00:35:00,OSM_4510467495_732152277_0,Rue de New Bell,Avenue principale,Nuageux,0.0,25.8,2,50.0,50.0,1.0,A,5.516,0.44,0.44,0.0,0.0,False,4.035541799867914,9.70452263787373
2024-03-16 01:15:00,OSM_5745440186_5339184402_0,Pont sur le Wouri vers Bonaberi,Voie rapide,Nuageux,0.0,25.6,1,70.0,70.0,1.0,A,0.436,1.96,1.96,0.0,0.0,False,4.070835752715689,9.695075256155985
2024-03-16 03:55:00,OSM_5818159523_5815859983_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,24.5,0,50.0,50.0,1.0,A,0.0,0.44,0.44,0.0,0.0,False,4.06069533139234,9.72367315136712
2024-03-16 06:05:00,OSM_732124701_1836919930_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,24.5,4,27.62,30.0,1.0861,A,12.755,0.68,0.63,0.05,0.0,False,4.044419662883311,9.689265781942767
2024-03-16 07:45:00,OSM_4443408474_732128797_0,Rue 4.515 bonaberi,Rue secondaire,Nuageux,0.0,24.9,13,22.52,30.0,1.3322,B,39.817,0.87,0.65,0.22,0.0,False,4.096836177277344,9.656973715929103
2024-03-16 10:15:00,OSM_732142580_732152596_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,31.1,22,44.49,50.0,1.1239,B,64.286,0.46,0.41,0.05,0.0,False,4.071942109226916,9.715307397211689
2024-03-16 11:40:00,OSM_732137258_732149443_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Nuageux,0.0,32.7,11,26.06,30.0,1.1513,B,28.986,0.87,0.76,0.11,0.0,False,4.047682565131344,9.697795325425869
2024-03-16 16:55:00,OSM_5745440186_5339184402_0,Pont sur le Wouri vers Bonaberi,Voie rapide,Nuageux,0.0,31.7,40,51.15,70.0,1.3684,B,17.453,2.69,1.96,0.73,0.0,False,4.070835752715689,9.695075256155985
2024-03-16 17:50:00,OSM_732152596_732142580_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,30.8,33,33.82,50.0,1.4786,C,96.429,0.61,0.41,0.2,0.0,False,4.071942109226916,9.715307397211689
2024-03-16 19:10:00,OSM_5818023127_5339184395_0,Ancienne Route du Pont du Wouri,Rue secondaire,Nuageux,0.0,28.4,11,21.92,30.0,1.3688,B,6.398,4.71,3.44,1.27,0.0,False,4.071434856210289,9.696362126407571
2024-03-16 20:40:00,OSM_732144409_5815641857_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,28.0,8,26.59,30.0,1.1281,B,18.05,1.0,0.89,0.11,0.0,False,4.046215965881986,9.738026671684011
2024-03-16 22:50:00,OSM_12507372401_732136716_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,27.0,10,50.0,50.0,1.0,A,31.725,0.38,0.38,0.0,0.0,False,4.052926324595441,9.736677095783838
2024-03-17 02:35:00,OSM_732128797_4443408474_0,Rue 4.515 bonaberi,Rue secondaire,Nuageux,0.0,26.2,0,30.0,30.0,1.0,A,0.0,0.65,0.65,0.0,0.0,False,4.0968361772773445,9.656973715929103
2024-03-17 05:20:00,OSM_5815641857_732144409_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,25.5,0,30.0,30.0,1.0,A,0.0,0.89,0.89,0.0,0.0,False,4.046215965881986,9.738026671684011
2024-03-17 07:20:00,OSM_732152596_732142580_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,25.9,20,42.75,50.0,1.1696,B,58.442,0.48,0.41,0.07,0.0,False,4.071942109226916,9.715307397211689
2024-03-17 08:35:00,OSM_5745440186_5339184402_0,Pont sur le Wouri vers Bonaberi,Voie rapide,Nuageux,0.0,27.8,31,59.91,70.0,1.1684,B,13.526,2.3,1.96,0.34,0.0,False,4.070835752715689,9.695075256155985
2024-03-17 09:05:00,OSM_5818159523_5815859983_0,Rue de Deido Bassa(N°1.878),Avenue principale,Ensoleille,0.1,29.5,21,47.38,50.0,1.0553,A,57.704,0.46,0.44,0.02,0.0,False,4.06069533139234,9.72367315136712
2024-03-17 09:45:00,OSM_5339184395_5818023127_0,Ancienne Route du Pont du Wouri,Rue secondaire,Ensoleille,0.1,29.5,7,23.86,30.0,1.2575,B,4.071,4.32,3.44,0.88,0.0,False,4.071434856210292,9.696362126407571
2024-03-17 10:20:00,OSM_732124701_1836919930_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Pluie legere,0.2,31.1,6,30.0,30.0,1.0,A,19.132,0.63,0.63,0.0,0.0,False,4.044419662883311,9.689265781942767
2024-03-17 10:35:00,OSM_732124701_1836919930_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Pluie legere,0.2,31.1,6,30.0,30.0,1.0,A,19.132,0.63,0.63,0.0,0.0,False,4.044419662883311,9.689265781942767
2024-03-17 11:55:00,OSM_732142580_732152596_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,32.2,14,46.9,50.0,1.0662,A,40.909,0.44,0.41,0.03,0.0,False,4.071942109226916,9.715307397211689
2024-03-17 13:15:00,OSM_5818159523_5815859983_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,32.5,19,50.0,50.0,1.0,A,52.208,0.44,0.44,0.0,0.0,False,4.06069533139234,9.72367315136712
2024-03-17 13:40:00,OSM_732124701_1836919930_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,32.5,6,25.37,30.0,1.1824,B,19.132,0.74,0.63,0.11,0.0,False,4.044419662883311,9.689265781942767
2024-03-17 14:50:00,OSM_732140608_5818159526_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,32.5,15,49.68,50.0,1.0064,A,41.462,0.44,0.43,0.01,0.0,False,4.060643721470337,9.72363283523639
2024-03-17 15:45:00,OSM_5815641857_732144409_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,31.9,4,30.0,30.0,1.0,A,9.025,0.89,0.89,0.0,0.0,False,4.046215965881986,9.738026671684011
2024-03-17 16:40:00,OSM_732149443_732137258_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Ensoleille,0.1,30.8,6,30.0,30.0,1.0,A,15.811,0.76,0.76,0.0,0.0,False,4.047682565131345,9.697795325425869
2024-03-17 19:55:00,OSM_5818159523_5815859983_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,27.0,17,50.0,50.0,1.0,A,46.713,0.44,0.44,0.0,0.0,False,4.06069533139234,9.72367315136712
2024-03-17 21:20:00,OSM_5818159523_5815859983_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,26.6,9,50.0,50.0,1.0,A,24.73,0.44,0.44,0.0,0.0,False,4.06069533139234,9.72367315136712
2024-03-18 01:50:00,OSM_732134229_732146019_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,25.4,2,50.0,50.0,1.0,A,3.524,0.68,0.68,0.0,0.0,False,4.04734654424766,9.742499590544387
2024-03-18 04:20:00,OSM_5745440186_5339184402_0,Pont sur le Wouri vers Bonaberi,Voie rapide,Nuageux,0.0,25.6,2,70.0,70.0,1.0,A,0.873,1.96,1.96,0.0,0.0,False,4.070835752715689,9.695075256155985
2024-03-18 04:55:00,OSM_5339184403_5745440187_0,Pont Routier du Wouri vers Deido,Voie rapide,Nuageux,0.0,25.6,4,70.0,70.0,1.0,A,1.753,1.96,1.96,0.0,0.0,False,4.070711271194256,9.6950237471281
2024-03-18 06:30:00,OSM_5815641857_732144409_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,25.1,9,22.79,30.0,1.3166,B,20.306,1.17,0.89,0.28,0.0,False,4.046215965881986,9.738026671684011
2024-03-18 07:05:00,OSM_732152277_4510467495_0,Rue de New Bell,Avenue principale,Nuageux,0.0,25.3,51,30.03,50.0,1.6649,C,140.664,0.72,0.44,0.28,0.0,False,4.035541799867914,9.70452263787373
2024-03-18 13:05:00,OSM_732142580_732152596_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,32.2,35,36.59,50.0,1.3664,B,102.273,0.56,0.41,0.15,0.0,False,4.071942109226916,9.715307397211689
2024-03-18 15:15:00,OSM_732152277_4510467495_0,Rue de New Bell,Avenue principale,Nuageux,0.0,35.5,30,33.86,50.0,1.4768,C,82.744,0.64,0.44,0.2,0.0,False,4.035541799867914,9.70452263787373
2024-03-18 15:25:00,OSM_5745440186_5339184402_0,Pont sur le Wouri vers Bonaberi,Voie rapide,Nuageux,0.0,35.5,53,44.21,70.0,1.5832,C,23.126,3.11,1.96,1.15,0.0,False,4.070835752715689,9.695075256155985
2024-03-18 16:55:00,OSM_4510467495_732152277_0,Rue de New Bell,Avenue principale,Nuageux,0.0,32.0,36,34.0,50.0,1.4706,C,99.292,0.64,0.44,0.2,0.0,False,4.035541799867914,9.70452263787373
2024-03-18 17:50:00,OSM_5818023127_5339184395_0,Ancienne Route du Pont du Wouri,Rue secondaire,Nuageux,0.0,30.1,21,18.22,30.0,1.6466,C,12.214,5.66,3.44,2.22,0.0,False,4.071434856210289,9.696362126407571
2024-03-18 19:45:00,OSM_732124701_1836919930_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,28.3,11,17.96,30.0,1.6701,C,35.075,1.05,0.63,0.42,0.0,False,4.044419662883311,9.689265781942767
2024-03-18 19:55:00,OSM_5339184403_5745440187_0,Pont Routier du Wouri vers Deido,Voie rapide,Nuageux,0.0,28.3,71,49.71,70.0,1.4082,B,31.12,2.75,1.96,0.79,0.0,False,4.070711271194256,9.6950237471281
2024-03-18 20:55:00,OSM_732124701_1836919930_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,27.7,12,21.13,30.0,1.42,B,38.264,0.89,0.63,0.26,0.0,False,4.044419662883311,9.689265781942767
2024-03-18 23:10:00,OSM_732140608_5818159526_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,27.2,9,48.73,50.0,1.026,A,24.877,0.45,0.43,0.02,0.0,False,4.060643721470337,9.72363283523639
2024-03-19 01:25:00,OSM_4510467495_732152277_0,Rue de New Bell,Avenue principale,Nuageux,0.0,26.8,2,50.0,50.0,1.0,A,5.516,0.44,0.44,0.0,0.0,False,4.035541799867914,9.70452263787373
2024-03-19 01:55:00,OSM_732124701_1836919930_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,26.8,1,30.0,30.0,1.0,A,3.189,0.63,0.63,0.0,0.0,False,4.044419662883311,9.689265781942767
2024-03-19 05:10:00,OSM_5339184395_5818023127_0,Ancienne Route du Pont du Wouri,Rue secondaire,Ensoleille,0.1,25.9,2,30.0,30.0,1.0,A,1.163,3.44,3.44,0.0,0.0,False,4.071434856210292,9.696362126407571
2024-03-19 05:10:00,OSM_732137258_732149443_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Ensoleille,0.1,25.9,2,30.0,30.0,1.0,A,5.27,0.76,0.76,0.0,0.0,False,4.047682565131344,9.697795325425869
2024-03-19 05:50:00,OSM_5745440186_5339184402_0,Pont sur le Wouri vers Bonaberi,Voie rapide,Ensoleille,0.1,25.9,9,70.0,70.0,1.0,A,3.927,1.96,1.96,0.0,0.0,False,4.070835752715689,9.695075256155985
2024-03-19 12:10:00,OSM_4443408474_732128797_0,Rue 4.515 bonaberi,Rue secondaire,Nuageux,0.0,33.8,15,21.94,30.0,1.3673,B,45.943,0.89,0.65,0.24,0.0,False,4.096836177277344,9.656973715929103
2024-03-19 14:55:00,OSM_4510467495_732152277_0,Rue de New Bell,Avenue principale,Nuageux,0.0,32.5,29,32.65,50.0,1.5312,C,79.985,0.67,0.44,0.23,0.0,False,4.035541799867914,9.70452263787373
2024-03-19 16:00:00,OSM_12507372401_732136716_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,30.9,51,28.59,50.0,1.7488,C,161.796,0.66,0.38,0.28,0.0,False,4.052926324595441,9.736677095783838
2024-03-19 16:10:00,OSM_732152277_4510467495_0,Rue de New Bell,Avenue principale,Nuageux,0.0,30.9,60,31.54,50.0,1.5851,C,165.487,0.69,0.44,0.25,0.0,False,4.035541799867914,9.70452263787373
2024-03-19 16:15:00,OSM_5815641857_732144409_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,30.9,21,18.71,30.0,1.6035,C,47.381,1.42,0.89,0.53,0.0,False,4.046215965881986,9.738026671684011
2024-03-20 03:45:00,OSM_5818159523_5815859983_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,25.5,1,50.0,50.0,1.0,A,2.748,0.44,0.44,0.0,0.0,False,4.06069533139234,9.72367315136712
2024-03-20 07:15:00,OSM_12507372401_732136716_0,Rue de Deido Bassa(N°1.878),Avenue principale,Ensoleille,0.1,25.6,43,34.42,50.0,1.4525,C,136.416,0.55,0.38,0.17,0.0,False,4.052926324595441,9.736677095783838
2024-03-20 07:50:00,OSM_732128797_4443408474_0,Rue 4.515 bonaberi,Rue secondaire,Ensoleille,0.1,25.6,16,18.76,30.0,1.5993,C,49.006,1.04,0.65,0.39,0.0,False,4.0968361772773445,9.656973715929103
2024-03-20 08:45:00,OSM_5815641857_732144409_0,Route Cimitière Ndokoti,Rue secondaire,Ensoleille,0.1,27.2,24,19.64,30.0,1.5276,C,54.15,1.35,0.89,0.46,0.0,False,4.046215965881986,9.738026671684011
2024-03-20 12:10:00,OSM_732149443_732137258_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Nuageux,0.0,33.0,12,18.82,30.0,1.594,C,31.622,1.21,0.76,0.45,0.0,False,4.047682565131345,9.697795325425869
2024-03-20 12:35:00,OSM_4510467495_732152277_0,Rue de New Bell,Avenue principale,Nuageux,0.0,33.0,37,30.62,50.0,1.6327,C,102.05,0.71,0.44,0.27,0.0,False,4.035541799867914,9.70452263787373
2024-03-20 13:55:00,OSM_12507372401_732136716_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,32.2,42,37.47,50.0,1.3344,B,133.244,0.5,0.38,0.12,0.0,False,4.052926324595441,9.736677095783838
2024-03-20 16:30:00,OSM_732137258_732149443_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Pluie legere,0.5,29.6,21,17.54,30.0,1.7103,C,55.338,1.3,0.76,0.54,0.0,False,4.047682565131344,9.697795325425869
2024-03-20 16:40:00,OSM_5745440186_5339184402_0,Pont sur le Wouri vers Bonaberi,Voie rapide,Pluie legere,0.5,29.6,76,39.19,70.0,1.7863,C,33.161,3.51,1.96,1.55,0.0,False,4.070835752715689,9.695075256155985
2024-03-20 16:45:00,OSM_732137258_732149443_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Pluie legere,0.5,29.6,23,16.38,30.0,1.8319,C,60.608,1.39,0.76,0.63,0.0,False,4.047682565131344,9.697795325425869
2024-03-20 17:40:00,OSM_732144409_5815641857_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,29.4,19,17.57,30.0,1.7077,C,42.869,1.51,0.89,0.62,0.0,False,4.046215965881986,9.738026671684011
2024-03-20 19:45:00,OSM_732134229_732146019_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,27.3,46,32.6,50.0,1.5337,C,81.047,1.04,0.68,0.36,0.0,False,4.04734654424766,9.742499590544387
2024-03-20 20:10:00,OSM_4510467495_732152277_0,Rue de New Bell,Avenue principale,Nuageux,0.0,26.5,33,38.06,50.0,1.3137,B,91.018,0.57,0.44,0.13,0.0,False,4.035541799867914,9.70452263787373
2024-03-20 20:10:00,OSM_5339184403_5745440187_0,Pont Routier du Wouri vers Deido,Voie rapide,Nuageux,0.0,26.5,39,49.66,70.0,1.4095,B,17.094,2.76,1.96,0.8,0.0,False,4.070711271194256,9.6950237471281
2024-03-20 20:25:00,OSM_732140608_5818159526_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,26.5,29,39.42,50.0,1.2683,B,80.16,0.55,0.43,0.12,0.0,False,4.060643721470337,9.72363283523639
2024-03-20 22:15:00,OSM_732149443_732137258_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Nuageux,0.0,26.5,4,30.0,30.0,1.0,A,10.541,0.76,0.76,0.0,0.0,False,4.047682565131345,9.697795325425869
2024-03-21 00:45:00,OSM_732124701_1836919930_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,26.4,1,29.85,30.0,1.0049,A,3.189,0.63,0.63,0.0,0.0,False,4.044419662883311,9.689265781942767
2024-03-21 00:55:00,OSM_5815641857_732144409_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,26.4,1,30.0,30.0,1.0,A,2.256,0.89,0.89,0.0,0.0,False,4.046215965881986,9.738026671684011
2024-03-21 01:50:00,OSM_5339184403_5745440187_0,Pont Routier du Wouri vers Deido,Voie rapide,Nuageux,0.0,26.0,3,70.0,70.0,1.0,A,1.315,1.96,1.96,0.0,0.0,False,4.070711271194256,9.6950237471281
2024-03-21 02:05:00,OSM_1836919930_732124701_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,26.4,0,30.0,30.0,1.0,A,0.0,0.63,0.63,0.0,0.0,False,4.044419662883315,9.68926578194277
2024-03-21 03:35:00,OSM_5815641857_732144409_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,26.0,0,30.0,30.0,1.0,A,0.0,0.89,0.89,0.0,0.0,False,4.046215965881986,9.738026671684011
2024-03-21 04:05:00,OSM_732124701_1836919930_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,26.0,0,30.0,30.0,1.0,A,0.0,0.63,0.63,0.0,0.0,False,4.044419662883311,9.689265781942767
2024-03-21 06:20:00,OSM_732128797_4443408474_0,Rue 4.515 bonaberi,Rue secondaire,Nuageux,0.0,25.5,9,27.89,30.0,1.0755,A,27.566,0.7,0.65,0.05,0.0,False,4.0968361772773445,9.656973715929103
2024-03-21 06:45:00,OSM_5815641857_732144409_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,25.5,10,26.47,30.0,1.1332,B,22.563,1.0,0.89,0.11,0.0,False,4.046215965881986,9.738026671684011
2024-03-21 07:50:00,OSM_5815641857_732144409_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,25.8,15,20.29,30.0,1.4782,C,33.844,1.31,0.89,0.42,0.0,False,4.046215965881986,9.738026671684011
2024-03-21 08:05:00,OSM_732142580_732152596_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,27.2,49,26.93,50.0,1.857,C,143.182,0.76,0.41,0.35,0.0,False,4.071942109226916,9.715307397211689
2024-03-21 08:35:00,OSM_4510467495_732152277_0,Rue de New Bell,Avenue principale,Nuageux,0.0,27.2,45,28.48,50.0,1.7555,C,124.115,0.76,0.44,0.32,0.0,False,4.035541799867914,9.70452263787373
2024-03-21 10:10:00,OSM_12507372401_732136716_0,Rue de Deido Bassa(N°1.878),Avenue principale,Ensoleille,0.1,30.9,35,34.95,50.0,1.4307,C,111.036,0.54,0.38,0.16,0.0,False,4.052926324595441,9.736677095783838
2024-03-21 10:10:00,OSM_732149443_732137258_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Ensoleille,0.1,30.9,12,21.24,30.0,1.4127,B,31.622,1.07,0.76,0.31,0.0,False,4.047682565131345,9.697795325425869
2024-03-21 11:00:00,OSM_732149443_732137258_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Ensoleille,0.1,32.5,14,21.46,30.0,1.3979,B,36.892,1.06,0.76,0.3,0.0,False,4.047682565131345,9.697795325425869
2024-03-21 12:05:00,OSM_5339184403_5745440187_0,Pont Routier du Wouri vers Deido,Voie rapide,Nuageux,0.0,33.2,60,40.51,70.0,1.7281,C,26.299,3.38,1.96,1.42,0.0,False,4.070711271194256,9.6950237471281
2024-03-21 13:15:00,OSM_5339184395_5818023127_0,Ancienne Route du Pont du Wouri,Rue secondaire,Pluie legere,0.6,32.7,16,18.54,30.0,1.6185,C,9.306,5.56,3.44,2.12,0.0,False,4.071434856210292,9.696362126407571
2024-03-21 13:30:00,OSM_732144409_5815641857_0,Route Cimitière Ndokoti,Rue secondaire,Pluie legere,0.6,32.7,13,20.51,30.0,1.4628,C,29.331,1.3,0.89,0.41,0.0,False,4.046215965881986,9.738026671684011
2024-03-21 13:45:00,OSM_732128797_4443408474_0,Rue 4.515 bonaberi,Rue secondaire,Pluie legere,0.6,32.7,16,22.27,30.0,1.3471,B,49.006,0.88,0.65,0.23,0.0,False,4.0968361772773445,9.656973715929103
2024-03-21 13:50:00,OSM_732134229_732146019_0,Rue de Deido Bassa(N°1.878),Avenue principale,Pluie legere,0.6,32.7,33,30.72,50.0,1.6276,C,58.142,1.11,0.68,0.43,0.0,False,4.04734654424766,9.742499590544387
2024-03-21 17:00:00,OSM_12507372401_732136716_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,29.5,44,32.77,50.0,1.5258,C,139.589,0.58,0.38,0.2,0.0,False,4.052926324595441,9.736677095783838
2024-03-21 17:25:00,OSM_732152596_732142580_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,29.5,59,30.1,50.0,1.6609,C,172.403,0.68,0.41,0.27,0.0,False,4.071942109226916,9.715307397211689
2024-03-21 18:10:00,OSM_732149443_732137258_0,Rue Ernest Betote Akwa (N° 1.358),Rue secondaire,Nuageux,0.0,28.8,22,18.63,30.0,1.6107,C,57.973,1.22,0.76,0.46,0.0,False,4.047682565131345,9.697795325425869
2024-03-21 20:40:00,OSM_5818023127_5339184395_0,Ancienne Route du Pont du Wouri,Rue secondaire,Nuageux,0.0,27.2,13,19.55,30.0,1.5342,C,7.561,5.28,3.44,1.84,0.0,False,4.071434856210289,9.696362126407571
2024-03-22 01:10:00,OSM_5339184403_5745440187_0,Pont Routier du Wouri vers Deido,Voie rapide,Pluie legere,0.2,25.7,4,70.0,70.0,1.0,A,1.753,1.96,1.96,0.0,0.0,False,4.070711271194256,9.6950237471281
2024-03-22 03:25:00,OSM_732142580_732152596_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,26.8,2,50.0,50.0,1.0,A,5.844,0.41,0.41,0.0,0.0,False,4.071942109226916,9.715307397211689
2024-03-22 07:45:00,OSM_732144409_5815641857_0,Route Cimitière Ndokoti,Rue secondaire,Nuageux,0.0,25.7,15,17.44,30.0,1.7204,C,33.844,1.52,0.89,0.63,0.0,False,4.046215965881986,9.738026671684011
2024-03-22 10:30:00,OSM_5818159523_5815859983_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,30.6,25,41.01,50.0,1.2192,B,68.695,0.53,0.44,0.09,0.0,False,4.06069533139234,9.72367315136712
2024-03-22 11:35:00,OSM_1836919930_732124701_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Nuageux,0.0,32.2,15,22.17,30.0,1.3533,B,47.83,0.85,0.63,0.22,0.0,False,4.044419662883315,9.68926578194277
2024-03-22 12:25:00,OSM_732152277_4510467495_0,Rue de New Bell,Avenue principale,Nuageux,0.0,33.3,53,34.61,50.0,1.4446,C,146.18,0.63,0.44,0.19,0.0,False,4.035541799867914,9.70452263787373
2024-03-22 13:10:00,OSM_4443408474_732128797_0,Rue 4.515 bonaberi,Rue secondaire,Pluie legere,0.3,32.1,12,18.49,30.0,1.6224,C,36.754,1.06,0.65,0.41,0.0,False,4.096836177277344,9.656973715929103
2024-03-22 13:50:00,OSM_732134229_732146019_0,Rue de Deido Bassa(N°1.878),Avenue principale,Pluie legere,0.3,32.1,41,29.45,50.0,1.6977,C,72.238,1.16,0.68,0.48,0.0,False,4.04734654424766,9.742499590544387
2024-03-22 17:00:00,OSM_732142580_732152596_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,29.9,48,25.33,50.0,1.9738,C,140.26,0.81,0.41,0.4,0.0,False,4.071942109226916,9.715307397211689
2024-03-22 17:25:00,OSM_732134229_732146019_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,29.9,57,27.85,50.0,1.7956,C,100.428,1.22,0.68,0.54,0.0,False,4.04734654424766,9.742499590544387
2024-03-23 06:40:00,OSM_732124701_1836919930_1,Rue Bonanjo Joss (N°1.093),Rue secondaire,Pluie legere,0.2,23.7,7,30.0,30.0,1.0,A,22.321,0.63,0.63,0.0,0.0,False,4.044419662883311,9.689265781942767
2024-03-23 11:35:00,OSM_732142580_732152596_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,28.1,18,40.39,50.0,1.238,B,52.598,0.51,0.41,0.1,0.0,False,4.071942109226916,9.715307397211689
2024-03-23 15:15:00,OSM_732134229_732146019_0,Rue de Deido Bassa(N°1.878),Avenue principale,Ensoleille,0.1,31.3,23,49.44,50.0,1.0113,A,40.524,0.69,0.68,0.01,0.0,False,4.04734654424766,9.742499590544387
2024-03-23 17:30:00,OSM_5339184403_5745440187_0,Pont Routier du Wouri vers Deido,Voie rapide,Nuageux,0.0,29.0,55,53.92,70.0,1.2981,B,24.107,2.54,1.96,0.58,0.0,False,4.070711271194256,9.6950237471281
2024-03-23 17:40:00,OSM_732152596_732142580_0,Route Deido Bonanjo (N°1.705),Avenue principale,Nuageux,0.0,29.0,35,36.04,50.0,1.3873,B,102.273,0.57,0.41,0.16,0.0,False,4.071942109226916,9.715307397211689
2024-03-23 17:45:00,OSM_5818159523_5815859983_0,Rue de Deido Bassa(N°1.878),Avenue principale,Nuageux,0.0,29.0,35,37.53,50.0,1.3323,B,96.173,0.58,0.44,0.14,0.0,False,4.06069533139234,9.72367315136712
